Date,Value
2026-01-02,57.31999969482422
2026-01-05,58.31999969482422
2026-01-06,57.130001068115234
2026-01-07,55.9900016784668
2026-01-08,57.7599983215332
2026-01-09,59.119998931884766
2026-01-12,59.5
2026-01-13,61.150001525878906
2026-01-14,62.02000045776367
2026-01-15,59.189998626708984
2026-01-16,59.439998626708984
2026-01-20,60.34000015258789
2026-01-21,60.619998931884766
2026-01-22,59.36000061035156
2026-01-23,61.06999969482422
2026-01-26,60.630001068115234
2026-01-27,62.38999938964844
2026-01-28,63.209999084472656
2026-01-29,65.41999816894531
2026-01-30,65.20999908447266
2026-02-02,62.13999938964844
2026-02-03,63.209999084472656
2026-02-04,65.13999938964844
2026-02-05,63.290000915527344
2026-02-06,63.54999923706055
2026-02-09,64.36000061035156
2026-02-10,63.959999084472656
2026-02-11,64.62999725341797
2026-02-12,62.84000015258789
2026-02-13,62.88999938964844
2026-02-17,62.33000183105469
2026-02-18,65.19000244140625
2026-02-19,66.43000030517578
2026-02-20,66.38999938964844
2026-02-23,66.30999755859375
