Date,Value
2026-01-02,4.863999843597412
2026-01-05,4.854000091552734
2026-01-06,4.866000175476074
2026-01-07,4.815000057220459
2026-01-08,4.857999801635742
2026-01-09,4.818999767303467
2026-01-12,4.840000152587891
2026-01-13,4.828000068664551
2026-01-14,4.795000076293945
2026-01-15,4.7870001792907715
2026-01-16,4.840000152587891
2026-01-20,4.920000076293945
2026-01-21,4.870999813079834
2026-01-22,4.8470001220703125
2026-01-23,4.833000183105469
2026-01-26,4.804999828338623
2026-01-27,4.831999778747559
2026-01-28,4.860000133514404
2026-01-29,4.854000091552734
2026-01-30,4.872000217437744
2026-02-02,4.908999919891357
2026-02-03,4.906000137329102
2026-02-04,4.914999961853027
2026-02-05,4.861999988555908
2026-02-06,4.855000019073486
2026-02-09,4.8480000495910645
2026-02-10,4.788000106811523
2026-02-11,4.814000129699707
2026-02-12,4.730999946594238
2026-02-13,4.697999954223633
2026-02-17,4.683000087738037
2026-02-18,4.705999851226807
2026-02-19,4.703999996185303
2026-02-20,4.724999904632568
2026-02-23,4.696000099182129
