Date,Value
2026-01-02,3.5329999923706055
2026-01-05,3.515000104904175
2026-01-06,3.5199999809265137
2026-01-07,3.515000104904175
2026-01-08,3.506999969482422
2026-01-09,3.513000011444092
2026-01-12,3.5329999923706055
2026-01-13,3.559999942779541
2026-01-14,3.559999942779541
2026-01-15,3.565000057220459
2026-01-16,3.556999921798706
2026-01-20,3.572000026702881
2026-01-21,3.5880000591278076
2026-01-22,3.5880000591278076
2026-01-23,3.5820000171661377
2026-01-26,3.575000047683716
2026-01-27,3.569999933242798
2026-01-28,3.5820000171661377
2026-01-29,3.5799999237060547
2026-01-30,3.572000026702881
2026-02-02,3.578000068664551
2026-02-03,3.5899999141693115
2026-02-04,3.5950000286102295
2026-02-05,3.578000068664551
2026-02-06,3.5899999141693115
2026-02-09,3.5929999351501465
2026-02-10,3.5899999141693115
2026-02-11,3.5999999046325684
2026-02-12,3.5980000495910645
2026-02-13,3.5929999351501465
2026-02-17,3.5929999351501465
2026-02-18,3.6029999256134033
2026-02-19,3.5950000286102295
2026-02-20,3.5950000286102295
2026-02-23,3.5880000591278076
