Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,65541,COOPERVISION INC; COOPER COMPANIES INC,"COO, EYE, EYES",2016-09-23,2022-12-30
Added,12308,CHARTER COMMUNICATIONS INC; CHARTER COMMUNICATIONS INC NEW,CHTR,2016-09-08,2022-12-30
Added,16431,LAMB WESTON HOLDINGS INC,LW,2016-11-10,2016-11-10
Added,92239,CONCHO RESOURCES INC,CXO,2016-02-22,2021-01-20
Added,28804,ALASKA AIRLS INC; ALASKA AIRGROUP INC,ALK,2016-05-13,2022-12-30
Added,92322,ULTA BEAUTY INC; ULTA SALON COSMETICS & FRAG INC,ULTA,2016-04-18,2022-12-30
Added,90305,EXTRA SPACE STORAGE INC,EXR,2016-01-19,2022-12-30
Added,90373,DIGITAL REALTY TRUST INC,DLR,2016-05-18,2022-12-30
Added,80183,MID AMERICA APT COMMUNITIES INC,MAA,2016-12-02,2022-12-30
Added,76095,HOLOGIC INC,HOLX,2016-03-30,2022-12-30
Added,80191,ALBEMARLE CORP,ALB,2016-07-01,2022-12-30
Added,92614,AMERICAN WATER WORKS CO INC,AWK,2016-03-04,2022-12-30
Added,14889,CITIZENS FINANCIAL GROUP INC,CFG,2016-02-01,2022-12-30
Added,92772,I L G INC; INTERVAL LEISURE GROUP INC,"ILG, IILG",2016-05-13,2016-05-13
Added,12981,FORTUNE BRANDS INNOVATIONS INC; FORTUNE BRANDS HOME & SECUR INC,"FBHS, FBIN",2016-06-24,2022-12-16
Added,88873,GLOBAL PAYMENTS INC,GPN,2016-04-25,2022-12-30
Added,89017,WILLIS TOWERS WATSON PUB LTD CO; WILLIS GROUP HOLDINGS PUB LTD CO; WILLIS GROUP HOLDINGS LTD,"WTW, WLTW, WSH",2016-01-05,2022-12-30
Added,91152,TRANSDIGM GROUP INC,TDG,2016-06-03,2022-12-30
Added,58413,FEDERAL REALTY INVESTMENT TRUST; FEDERAL REALTY INVESTMENT TR NEW,FRT,2016-02-01,2022-12-30
Added,15456,FOOT LOCKER INC; VENATOR GROUP INC; WOOLWORTH CORP; WOOLWORTH F W CO,"Z, FL",2016-04-04,2019-08-08
