Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,89216,ACUITY BRANDS INC,AYI,2016-05-03,2018-06-15
Added,89269,CENTENE CORP DEL,"CNC, CNTE",2016-03-30,2022-12-30
Added,38093,GALLAGHER ARTHUR J & CO,"AJGC, AJG",2016-05-31,2022-12-30
Added,58819,INTERSTATE ENERGY CORP; W P L HOLDINGS INC; ALLIANT ENERGY CORP; WISCONSIN POWER & LT CO,"WPH, LNT, WPWR, WPL",2016-07-01,2022-12-30
Added,15980,UNDER ARMOUR INC,UA,2016-04-08,2022-06-17
Added,85621,METTLER TOLEDO INTERNATIONAL INC,MTD,2016-09-06,2022-12-30
Added,13983,COTY INC,COTY,2016-10-03,2020-09-18
Added,85675,ENVISION HEALTHCARE CORP; AMSURG CORP,"AMSGA, AMSG, EVHC",2016-12-02,2018-10-10
Added,16044,INGEVITY CORP,NGVT,2016-05-16,2016-05-16
Added,16087,FORTIVE CORP,FTV,2016-07-05,2022-12-30
Added,89866,L K Q CORP,"LKQX, LKQ",2016-05-23,2022-12-30
Added,16267,DELL TECHNOLOGIES INC,DVMT,2016-09-07,2016-09-07
Added,16276,ADVANSIX INC,ASIX,2016-10-03,2016-10-03
Added,16279,VERSUM MATERIALS INC,VSM,2016-10-03,2016-10-03
Added,59300,U D R INC; OLD DOMINION REAL ESTATE INVT TR; UNITED DOMINION REALTY TR INC,"ODRE, ODRES, UDRT, UDR",2016-03-07,2022-12-30
Added,16342,ADIENT PLC,ADNT,2016-10-31,2016-10-31
Added,16343,YUM CHINA HOLDINGS INC,YUMC,2016-11-01,2016-11-01
Added,16346,QUALITY CARE PROPERTIES INC,QCP,2016-11-01,2016-11-01
Added,16347,ALCOA CORP,AA,2016-11-01,2016-11-01
Removed,16431,LAMB WESTON HOLDINGS INC,LW,2016-11-10,2016-11-10
Removed,37161,T E C O ENERGY INC; TAMPA ELECTRIC CO,TE,2001-10-10,2016-06-30
Removed,63830,PRECISION CASTPARTS CORP,"PCST, PCP",2007-06-01,2016-01-29
Removed,82298,DIAMOND OFFSHORE DRILLING INC,DO,2009-02-26,2016-09-30
Removed,92772,I L G INC; INTERVAL LEISURE GROUP INC,"ILG, IILG",2016-05-13,2016-05-13
Removed,70308,AIRGAS INC,"AGA, ARG",2009-09-09,2016-05-20
Removed,82618,SANDISK CORP,SNDK,2006-04-20,2016-05-12
Removed,86799,CONSOL ENERGY INC; C N X RESOURCES CORP,CNX,2006-06-28,2016-03-03
Removed,70500,COCA COLA ENTERPRISES INC; COCA COLA ENTERPRISES INC NEW,CCE,1998-10-08,2016-05-27
Removed,23501,PEPCO HOLDINGS INC; POTOMAC ELECTRIC POWER CO,POM,2007-11-09,2016-03-29
Removed,93159,E N S C O ROWAN PLC; E N S C O PLC NEW; VALARIS PLC,"VAL, ESV",2012-07-31,2016-03-29
Removed,15401,BAXALTA INC,BXLT,2015-07-01,2016-06-02
Removed,15404,COLUMBIA PIPELINE GROUP INC,CPGX,2015-07-02,2016-07-05
Removed,91207,STARWOOD HOTELS & REST WLDWD INC,HOT,2006-04-10,2016-09-22
Removed,52337,TENET HEALTHCARE CORP; NATIONAL MEDICAL ENTERPRISES INC,"NME, THC",1979-02-08,2016-04-15
Removed,15553,A G L RESOURCES INC; ATLANTA GAS LIGHT CO,"AGLT, AGL, ATG, GAS",2011-12-13,2016-06-30
Removed,89301,GAMESTOP CORP; GAMESTOP CORP NEW,GME,2007-12-14,2016-04-22
Removed,79089,FOSSIL INC; FOSSIL GROUP INC,FOSL,2012-04-04,2016-01-04
Removed,68857,CABLEVISION SYSTEMS CORP,CVC,2010-12-20,2016-06-23
Removed,13567,A D T CORP,ADT,2012-10-01,2016-05-02
Removed,77157,O I GLASS INC; OWENS ILL INC,OI,2009-01-02,2016-12-01
Removed,42534,JOHNSON CONTROLS INC; JOHNSON SERVICE CO,"JSC, JCI",1986-05-08,2016-09-02
Removed,16044,INGEVITY CORP,NGVT,2016-05-16,2016-05-16
Removed,79588,GREEN MOUNTAIN COFFEE ROASTERS I; GREEN MOUNTAIN COFFEE INC; KEURIG GREEN MOUNTAIN INC,GMCR,2014-03-24,2016-03-04
Removed,91883,TIME WARNER CABLE INC,TWC,2009-03-30,2016-05-17
Removed,65330,LEGG MASON INC,LM,2006-04-24,2016-12-01
Removed,59192,CHUBB CORP,"CB, CHUB",1976-07-01,2016-01-15
Removed,75592,PLUM CREEK TIMBER CO INC; PLUM CREEK TIMBER CO L P,PCL,2002-01-17,2016-02-19
Removed,16267,DELL TECHNOLOGIES INC,DVMT,2016-09-07,2016-09-07
Removed,16276,ADVANSIX INC,ASIX,2016-10-03,2016-10-03
Removed,16279,VERSUM MATERIALS INC,VSM,2016-10-03,2016-10-03
Removed,10147,E M C CORP MA,"EMC, EMCS",1996-03-28,2016-09-07
Removed,81857,COOPER CAMERON CORP; CAMERON INTERNATIONAL CORP,"CRON, RON, CAM",2008-01-29,2016-04-01
Removed,85963,BROADCOM CORP,BRCM,2000-07-03,2016-01-29
Removed,16342,ADIENT PLC,ADNT,2016-10-31,2016-10-31
Removed,16343,YUM CHINA HOLDINGS INC,YUMC,2016-11-01,2016-11-01
Removed,16346,QUALITY CARE PROPERTIES INC,QCP,2016-11-01,2016-11-01
Removed,16347,ALCOA CORP,AA,2016-11-01,2016-11-01
