Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Removed,81262,MEDPARTNERS INC; CAREMARK RX INC; MEDPARTNERS INC NEW; MEDPARTNERS MULLIKIN INC,"CMX, MPTR, MDM",2004-03-25,2007-03-22
Removed,17806,PHELPS DODGE CORP,PD,1957-03-01,2007-03-19
Removed,13821,PEOPLES ENERGY CORP; PEOPLES GAS CO; PEOPLES GAS LT & COKE CO,PGL,1940-04-15,2007-02-21
Removed,22032,CENTRAL ST NATL CORP; COMPASS BANCSHARES INC; CENTRAL BANCSHARES SOUTH INC,"CSNB, CBSS",2004-12-20,2007-09-06
Removed,20053,SYNOVUS FINANCIAL CORP; C B & T BANCSHARES INC,"SNV, CBTB",1997-11-28,2007-12-31
Removed,58990,DOW JONES & CO INC,"DJ, DOWJ",1978-05-04,2007-12-13
Removed,11896,MAXIM INTEGRATED PRODUCTS INC,MXIM,2000-05-10,2007-09-26
Removed,18092,BIOMET INC,BMET,1990-08-23,2007-07-11
Removed,30382,DOLLAR GENERAL CORP,"DG, DOLR",1998-07-16,2007-07-06
Removed,11970,AMERICAN POWER CONVERSION CORP,APCC,2000-06-01,2007-02-14
Removed,50906,A D C TELECOMMUNICATIONS INC; MAGNETIC CONTROLS CO,"MGNE, ADCT",1999-08-02,2007-06-29
Removed,77546,FIRST DATA CORP,FDC,1994-09-27,2007-09-24
Removed,24360,KEYSPAN CORP; MARKETSPAN CORP; LONG ISLAND LTG CO; KEYSPAN ENERGY,"KSE, LIL, LLT, MN",2000-08-21,2007-08-24
Removed,26518,BAUSCH & LOMB OPTICAL CO; BAUSCH & LOMB INC,BOL,1986-05-08,2007-10-26
Removed,24563,TEXAS UTILITIES CO; T X U CORP,TXU,1957-03-01,2007-10-09
Removed,59379,MELLON BANK CORP; MELLON NATIONAL CORP; MELLON FINANCIAL CORP,"MEL, MNBT",1976-07-01,2007-06-29
