Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,83976,ABERCROMBIE & FITCH CO,ANF,2007-03-29,2013-12-20
Added,51263,MANITOWOC CO INC,"MTW, MANT",2007-11-16,2009-08-31
Added,86111,AMERICAN TOWER CORP NEW; AMERICAN TOWER SYSTEMS CORP; AMERICAN TOWER CORP,AMT,2007-11-19,2022-12-30
Added,92293,TERADATA CORP DE,TDC,2007-10-01,2017-06-16
Added,63830,PRECISION CASTPARTS CORP,"PCST, PCP",2007-06-01,2016-01-29
Added,61815,NOBLE AFFILIATES INC; NOBLE ENERGY INC,"NOBL, NBL",2007-10-08,2020-10-09
Added,27043,VARIAN ASSOCIATES INC; VARIAN MEDICAL SYSTEMS INC; VARIAN ASSOCIATES; VARIAN ASSOC,VAR,2007-02-12,2021-04-19
Added,37284,INTEX OIL CO; TESORO CORP; ANDEAVOR; TESORO PETROLEUM CORP,"INX, ANDV, TSO",2007-09-27,2018-09-28
Added,80381,AVALONBAY COMMUNITIES INC; AVALON BAY COMMUNITIES INC; BAY APARTMENT COMMUNITIES INC,"BYA, AVB",2007-01-10,2022-12-30
Added,25099,INTEGRYS ENERGY GROUP INC; WISCONSIN PUBLIC SERVICE CORP; W P S RESOURCES CORP,"WPS, TEG",2007-02-22,2015-06-30
Added,90808,EXPEDIA GROUP INC; EXPEDIA INC DE,EXPE,2007-10-02,2022-12-30
Added,50017,LOMAK PETROLEUM INC; RANGE RESOURCES CORP,"LOM, LOMK, RRC",2007-12-21,2018-06-15
Added,90993,INTERCONTINENTALEXCHANGE INC; INTERCONTINENTALEXCHANGE GRP INC,ICE,2007-09-26,2022-12-30
Added,89006,MONDELEZ INTERNATIONAL INC; KRAFT FOODS INC,"KFT, MDLZ",2007-04-02,2022-12-30
Added,23501,PEPCO HOLDINGS INC; POTOMAC ELECTRIC POWER CO,POM,2007-11-09,2016-03-29
Added,91143,N Y S E GROUP INC; N Y S E EURONEXT,NYX,2007-10-25,2013-11-12
Added,87070,HUDSON CITY BANCORP INC,HCBK,2007-02-15,2015-11-02
Added,62519,ENERGY SERVICE INC; BLOCKER ENERGY CORP; E N S C O INTERNATIONAL INC; ENERGY SERVICE COMPANY INC,"BLK, BLKR, ESV",2007-01-04,2009-12-22
Added,78927,D D R CORP; DEVELOPERS DIVERSIFIED RLTY CORP; SITE CENTERS CORP,"DDR, SITC",2007-03-23,2009-03-27
Added,85072,POLO RALPH LAUREN CORP; RALPH LAUREN CORP,RL,2007-02-02,2022-12-30
Added,52329,JACOBS ENGINEERING GROUP INC; JACOBS SOLUTIONS INC; JACOBS ENGINEERING CO,"J, JEC",2007-10-26,2022-12-30
Added,78987,MICROCHIP TECHNOLOGY INC,MCHP,2007-09-07,2022-12-30
Added,89301,GAMESTOP CORP; GAMESTOP CORP NEW,GME,2007-12-14,2016-04-22
Added,87299,AKAMAI TECHNOLOGIES INC,AKAM,2007-07-12,2022-12-30
Added,85271,AMERICAN CAPITAL LTD; AMERICAN CAPITAL STRATEGIES LTD,ACAS,2007-07-09,2009-03-03
Added,79129,GENERAL GROWTH PROPERTIES INC; G G P INC; GENERAL GROWTH PPTYS INC NEW; BROOKFIELD PROPERTY REIT INC,"BPR, GGP, BPYU",2007-07-02,2008-11-12
Added,85459,CH ROBINSON WORLDWIDE INC,CHRW,2007-03-02,2022-12-30
Added,91650,SPECTRA ENERGY CORP,SE,2007-01-03,2017-02-27
Added,46703,MARRIOTT CORP; HOST HOTELS & RESORTS INC; HOST MARRIOTT CORP; HOST MARRIOTT CORP NEW,"MHS, HST, HMT",2007-03-20,2022-12-30
Added,87717,EXPEDITORS INTERNATIONAL WA INC,EXPD,2007-10-10,2022-12-30
Added,83699,TITANIUM METALS CORP,"TIE, TIMT",2007-10-29,2012-12-21
Added,81776,SUNEDISON INC; M E M C ELECTRONIC MATERIALS INC,"SUNE, WFR",2007-05-31,2011-12-16
Added,90038,ASSURANT INC,AIZ,2007-04-10,2022-12-30
Added,20415,JEFFERIES FINANCIAL GROUP INC; TALCOTT JAMES INC; LEUCADIA NATIONAL CORP; TALCOTT NATIONAL CORP,"LUK, TLC, JEF",2007-08-27,2019-09-25
Added,92121,DISCOVER FINANCIAL SERVICES,DFS,2007-07-02,2022-12-30
Added,53225,WASHINGTON POST CO; GRAHAM HOLDINGS CO,"WPO, GHC",2007-12-31,2014-09-19
Added,92156,COVIDIEN LTD; COVIDIEN PLC,COV,2007-07-02,2009-06-04
Added,92157,T E CONNECTIVITY LTD; TYCO ELECTRONICS LTD; TYCO ELECTRONICS LTD NEW,TEL,2007-07-02,2009-06-25
Removed,84001,UNIVISION COMMUNICATIONS INC,UVN,2001-02-07,2007-03-28
Removed,84036,SABRE HOLDINGS CORP; SABRE GROUP HOLDINGS INC,TSG,2000-03-16,2007-03-30
Removed,75857,SOLECTRON CORP,"SLR, SLTN",1998-12-31,2007-10-01
Removed,73940,SYMBOL TECHNOLOGIES INC,"SMBL, SBL",2000-12-11,2007-01-09
Removed,65787,TRIBUNE COMPANY NEW,TRB,1986-01-30,2007-12-20
Removed,65883,BELLSOUTH CORP,BLS,1983-12-01,2007-01-03
Removed,51596,KANSAS NEBRASKA NATURAL GAS INC; KINDER MORGAN INC KANSAS; K N ENERGY INC,"KNE, KNB, KMI",2000-12-12,2007-05-30
Removed,84372,N C R CORP NEW,NCR,2000-01-03,2007-09-28
Removed,41443,MID CONTINENT TEL CORP; ALLTEL CORP,"MID, AT",1994-12-21,2007-11-16
Removed,88587,AVAYA INC,AV,2000-10-02,2007-10-25
Removed,66114,TEMPLE INLAND INC,TIN,1986-12-18,2007-12-28
Removed,10942,COMVERSE TECHNOLOGY INC,CMVT,1999-10-27,2007-01-31
Removed,23309,HILTON HOTELS CORP,HLT,1970-04-23,2007-10-24
Removed,76565,HEALTH MANAGEMENT ASSOCIATES INC,"HMA, HMAIA",2001-11-07,2007-03-01
Removed,76624,SIERRA SEMICONDUCTOR CORP; P M C SIERRA INC,"SERA, PMCS",2001-08-03,2007-06-29
Removed,76656,MEDIMMUNE INC,MEDI,2000-06-16,2007-05-31
Removed,64451,ARCHSTONE COMMUNITIES TRUST; SECURITY CAPITAL PACIFIC TRUST; ARCHSTONE SMITH TRUST; PROPERTY TRUST AMERICA,"PTR, ASN, PTRAS",2004-12-20,2007-10-05
Removed,40061,TEKTRONIX INC,TEK,1967-02-23,2007-11-15
Removed,85238,EQUITY OFFICE PROPERTIES TRUST,EOP,2001-10-10,2007-02-09
Removed,91388,REALOGY CORP,H,2006-08-01,2007-04-09
Removed,79108,SANMINA CORP; SANMINA SCI CORP; SANMINA HOLDINGS INC,SANM,2000-06-21,2007-06-29
Removed,77063,H C R MANOR CARE INC; MANOR CARE INC NEW; HEALTH CARE & RETRMENT CORP DEL,HCR,1998-09-28,2007-11-08
