Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,24328,EQUITABLE GAS CO; E Q T CORP; EQUITABLE RESOURCES INC,EQT,2022-10-03,2022-12-30
Added,89781,MOLINA HEALTHCARE INC,MOH,2022-03-02,2022-12-30
Added,79452,CAMDEN PROPERTY TRUST,CPT,2022-04-04,2022-12-30
Added,17942,KEURIG DR PEPPER INC,KDP,2022-06-21,2022-12-30
Added,91611,FIRST SOLAR INC,FSLR,2022-12-19,2022-12-30
Added,13688,PACIFIC GAS & ELEC CO; P G & E CORP,PCG,2022-10-03,2022-12-30
Added,23569,BROOKFIELD ASSET MANAGEMENT LTD,BAM,2022-12-15,2022-12-16
Added,17307,VICI PROPERTIES INC,VICI,2022-06-08,2022-12-30
Added,57809,NORDSON CORP,NDSN,2022-02-15,2022-12-30
Added,22976,WARNER BROS DISCOVERY INC,WBD,2022-04-11,2022-12-30
Added,82276,RISK CAPITAL HOLDINGS INC; ARCH CAPITAL GROUP LTD; ARCH CAPITAL GROUP LTD NEW,"RCHI, ACGL",2022-11-01,2022-12-30
Added,84262,STEEL DYNAMICS INC,STLD,2022-12-22,2022-12-30
Added,86288,REALTY INFORMATION GROUP INC; COSTAR GROUP INC,"CSGP, RIGX",2022-09-19,2022-12-30
Added,16581,INVITATION HOMES INC,INVH,2022-09-19,2022-12-30
Added,12476,TARGA RESOURCES CORP,TRGP,2022-10-12,2022-12-30
Added,88182,SCG HOLDING CORP ON SEMICONDUCTO; ON SEMICONDUCTOR CORP,"ONNN, ON",2022-06-21,2022-12-30
Added,22623,CONSTELLATION ENERGY CORP,CEG,2022-02-02,2022-12-30
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
