Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,75912,P T C INC; PARAMETRIC TECHNOLOGY CORP,"PTC, PMTC",2021-04-20,2022-12-30
Added,88281,CHARLES RIVER LABS INTL INC,CRL,2021-05-14,2022-12-30
Added,90455,MONOLITHIC PWR SYS INC,MPWR,2021-02-12,2022-12-30
Added,76230,TRIMBLE NAVIGATION LTD; TRIMBLE INC,TRMB,2021-01-21,2022-12-30
Added,14882,CAESARS ENTERTAINMENT INC DE; ELDORADO RESORTS INC,"CZR, ERI",2021-03-22,2022-12-30
Added,21124,ORGANON & CO,OGN,2021-06-03,2022-12-30
Added,80563,PENN ENTERTAINMENT INC; PENN NATIONAL GAMING INC,PENN,2021-03-22,2022-09-16
Added,13210,EPAM SYSTEMS INC,EPAM,2021-12-14,2022-12-30
Added,15272,SOLAREDGE TECHNOLOGIES INC,SEDG,2021-12-20,2022-12-30
Added,13323,ENPHASE ENERGY INC,ENPH,2021-01-07,2022-12-30
Added,93246,GENERAC HOLDINGS INC,GNRC,2021-03-22,2022-12-30
Added,17700,CERIDIAN H C M HOLDING INC,CDAY,2021-09-20,2022-12-30
Added,15850,MATCH GROUP INC; MATCH GROUP INC NEW,MTCH,2021-09-20,2022-12-30
Added,83597,FACTSET RESEARCH SYSTEMS INC,FDS,2021-12-20,2022-12-30
Added,12084,N X P SEMICONDUCTORS N V,NXPI,2021-03-22,2022-12-30
Added,18312,MODERNA INC,MRNA,2021-07-21,2022-12-30
Added,75694,TECHNE CORP; BIO TECHNE CORP,TECH,2021-08-30,2022-12-30
Added,90090,SIGNATURE BANK NEW YORK N Y,SBNY,2021-12-20,2022-12-30
Added,63467,BROWN & BROWN INC; POE & BROWN INC; POE & ASSOCIATES INC,"POEA, BRO, POBR, PBR",2021-09-20,2022-12-30
Removed,32803,H F SINCLAIR CORP; HOLLY CORP; HOLLYFRONTIER CORP,"HFC, HOC, DINO",2018-06-18,2021-06-03
Removed,84032,NATIONAL OILWELL VARCO INC; NATIONAL OILWELL INC; N O V INC,"NOI, NOV",2005-03-14,2021-09-17
Removed,92239,CONCHO RESOURCES INC,CXO,2016-02-22,2021-01-20
Removed,16538,TECHNIPFMC PLC,FTI,2017-01-17,2021-02-11
Removed,30940,DURCO INTERNATIONAL INC; FLOWSERVE CORP; DURIRON INC,"FLS, DURI",2008-10-02,2021-03-19
Removed,12650,KANSAS CITY SOUTHERN; KANSAS CITY SOUTHERN RY CO; KANSAS CITY SOUTHERN INDS INC,KSU,2013-05-24,2021-12-13
Removed,27043,VARIAN ASSOCIATES INC; VARIAN MEDICAL SYSTEMS INC; VARIAN ASSOCIATES; VARIAN ASSOC,VAR,2007-02-12,2021-04-19
Removed,83111,ALEXION PHARMACEUTICALS INC,ALXN,2012-05-25,2021-07-20
Removed,85265,S L GREEN REALTY CORP,SLG,2015-03-23,2021-03-19
Removed,91416,HANESBRANDS INC,HBI,2015-03-23,2021-12-17
Removed,91461,WESTERN UNION CO,WU,2006-10-02,2021-12-17
Removed,27983,XEROX HOLDINGS CORP; XEROX CORP,XRX,1963-09-05,2021-03-19
Removed,75100,TIFFANY & CO NEW,TIF,2000-06-21,2021-01-06
Removed,19807,VONTIER CORP,VNT,2020-10-09,2021-03-19
Removed,77182,PERRIGO CO; PERRIGO CO PLC,PRGO,2011-12-19,2021-09-17
Removed,79265,FLIR SYSTEMS INC,FLIR,2009-01-02,2021-05-13
Removed,71175,UNUMPROVIDENT CORP; U N U M CORP; UNUM GROUP,UNM,1994-03-11,2021-09-17
Removed,60943,LEGGETT & PLATT INC,"LEGG, LEG",1999-10-18,2021-12-17
Removed,11896,MAXIM INTEGRATED PRODUCTS INC,MXIM,2018-12-03,2021-08-27
