Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,86021,L 3 COMMUNICATIONS HLDGS INC; L 3 TECHNOLOGIES INC,LLL,2004-12-01,2019-06-28
Added,80913,AFFILIATED COMPUTER SERVICES INC; AFFILIATED COMPUTER SVCS INC,"ACSA, AFA, ACS",2004-04-02,2010-02-05
Added,85269,VALERO ENERGY CORP NEW,VLO,2004-04-29,2022-12-30
Added,10562,PENN SAVINGS BANK WYOMISSING PA; SOVEREIGN BANCORP INC,"PSVB, SVRN, SOV",2004-07-01,2009-01-29
Added,90435,FREESCALE SEMICONDUCTOR INC,FSL,2004-12-03,2006-12-01
Added,90441,TWENTY FIRST CENTURY FOX INC; NEWS CORP,"NWSA, FOXA, TFCFA, NWS",2004-12-20,2019-03-19
Added,77150,FISHER SCIENTIFIC INTL INC,FSH,2004-08-03,2006-11-09
Added,79212,X T O ENERGY INC; CROSS TIMBERS OIL CO,XTO,2004-12-29,2010-06-25
Added,81262,MEDPARTNERS INC; CAREMARK RX INC; MEDPARTNERS INC NEW; MEDPARTNERS MULLIKIN INC,"CMX, MPTR, MDM",2004-03-25,2007-03-22
Added,89463,C I T GROUP INC NEW,CIT,2004-10-27,2009-07-24
Added,77274,GILEAD SCIENCES INC,GILD,2004-07-01,2022-12-30
Added,22032,CENTRAL ST NATL CORP; COMPASS BANCSHARES INC; CENTRAL BANCSHARES SOUTH INC,"CSNB, CBSS",2004-12-20,2007-09-06
Added,88661,TAPESTRY INC; COACH INC,"COH, TPR",2004-09-01,2022-12-30
Added,35554,FIRST EMPIRE STATE CORP; M & T BANK CORP,"FEMP, FES, MTB",2004-02-27,2022-12-30
Added,12062,NATIONAL HEALTH LABS HLDGS INC; LABORATORY CORP AMERICA HLDGS; NATIONAL HEALTH LABORATORIES INC,"LH, NH, NHLI",2004-11-01,2022-12-30
Added,83862,E TRADE FINANCIAL CORP; E TRADE GROUP INC,"ET, EGRP, ETFC",2004-04-01,2020-10-06
Added,69550,MYLAN INC; MYLAN LABS INC; MYLAN N V,"MYL, MYLN",2004-04-23,2020-11-16
Added,64451,ARCHSTONE COMMUNITIES TRUST; SECURITY CAPITAL PACIFIC TRUST; ARCHSTONE SMITH TRUST; PROPERTY TRUST AMERICA,"PTR, ASN, PTRAS",2004-12-20,2007-10-05
Added,90110,HOSPIRA INC,HSP,2004-05-03,2015-09-02
Removed,71686,ALABAMA FINANCIAL GROUP INC; SOUTHTRUST CORP; SOUTHERN BANCORPORATION AL,"AFNL, SBNC, SBNL, SOTR",1999-03-01,2004-10-29
Removed,47159,FLEETBOSTON FINANCIAL CORP; INDUSTRIAL NATIONAL CORP; FLEET FINANCIAL GROUP INC NEW; INDUSTRIAL BANCORP; FLEET FINANCIAL GROUP INC; FLEET BOSTON CORP; FLEET NORSTAR FINANCIAL GRP INC,"FLT, INB, FNG, FBF",1988-11-10,2004-03-31
Removed,24803,WINN & LOVETT GROCERY CO; WINN DIXIE STORES INC,WIN,1957-03-01,2004-12-02
Removed,78083,PEOPLESOFT INC,PSFT,1998-10-02,2004-12-28
Removed,61743,DELUXE CHECK PRINTERS INC; DELUXE CORP,"DELX, DLX",1986-04-24,2004-12-17
Removed,86414,SPRINT CORP,PCS,1998-11-24,2004-04-22
Removed,78263,UNION PLANTERS CORP,"UPC, UPCM",1998-10-01,2004-06-30
Removed,10725,CHARTER ONE FINANCIAL INC,"CF, COFI",2000-06-19,2004-08-31
Removed,13056,AMERICAN GREETINGS CORP,"AM, AGREA",1989-10-05,2004-04-30
Removed,89001,A T & T WIRELESS SVCS INC,AWE,2001-07-09,2004-10-26
Removed,89495,TRAVELERS PPTY CASUALTY CORP NEW,TAP,2002-08-21,2004-04-01
Removed,87536,HANCOCK JOHN FINANCIAL SVCS INC,JHF,2001-06-28,2004-04-28
Removed,83462,TUPPERWARE CORP; TUPPERWARE BRANDS CORP,TUP,1996-05-31,2004-03-24
Removed,65138,BANC ONE CORP; BANK ONE CORP; FIRST BANC GROUP OHIO INC,"BONE, FBGO, ONE",1988-04-28,2004-06-30
Removed,83583,WELLPOINT HEALTH NETWRKS INC NEW,WLP,1999-06-09,2004-11-30
Removed,83601,WORTHINGTON INDUSTRIES INC,"WOR, WTHG",1988-07-14,2004-12-17
Removed,38578,THOMAS & BETTS CORP,TNB,1974-10-17,2004-08-02
Removed,26332,CONCORD COMPUTING CORP; CONCORD E F S INC,"CE, CEFT",2001-04-02,2004-02-26
Removed,20204,CRANE HOLDINGS CO; CRANE CO,CR,1957-03-01,2004-12-17
