Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,79881,URBAN OUTFITTERS INC,URBN,2010-02-08,2017-03-17
Added,79915,NEWFIELD EXPLORATION CO,NFX,2010-12-20,2019-02-14
Added,25232,ONEOK INC; OKLAHOMA NAT GAS CO; ONEOK INC NEW,"OKE, ONG",2010-03-15,2022-12-30
Added,10909,CERNER CORP,CERN,2010-04-30,2022-06-07
Added,90805,DISCOVERY INC; DISCOVERY COMMUNICATIONS INC; DISCOVERY HOLDING CO,DISCA,2010-03-01,2022-04-08
Added,86964,F 5 NETWORKS INC; F 5 INC,FFIV,2010-12-20,2022-12-30
Added,79057,ACE LTD; CHUBB LTD; ACE LTD NEW,"ACL, ACE, CB",2010-07-15,2022-12-30
Added,93422,Q E P RESOURCES INC,QEP,2010-07-01,2015-06-30
Added,68857,CABLEVISION SYSTEMS CORP,CVC,2010-12-20,2016-06-23
Added,89393,NETFLIX INC,NFLX,2010-12-20,2022-12-30
Added,89508,CARMAX INC,KMX,2010-06-28,2022-12-30
Added,83443,BERKSHIRE HATHAWAY INC DEL,BRK,2010-02-16,2022-12-30
Added,32707,HELMERICH & PAYNE INC,HP,2010-03-01,2020-05-21
Added,90071,N R G ENERGY INC,NRG,2010-01-29,2022-12-30
Removed,84020,I M S HEALTH INC; COGNIZANT CORP,"RX, CZT",1996-11-01,2010-02-26
Removed,86176,KING PHARMACEUTICALS INC,"KG, KING",2000-10-03,2010-12-17
Removed,47466,NEW YORK TIMES CO,"NYT, NYK",1984-11-23,2010-12-17
Removed,76240,B J SERVICES CO,BJS,2002-05-15,2010-04-29
Removed,45794,SMITH INTERNATIONAL INC; SMITH INDUSTRIES INTL INC,SII,2006-10-02,2010-08-26
Removed,86756,PEPSI BOTTLING GROUP INC,PBG,2001-05-14,2010-02-26
Removed,54181,MILLIPORE CORP,"MILI, MIL",1988-07-14,2010-07-14
Removed,80913,AFFILIATED COMPUTER SERVICES INC; AFFILIATED COMPUTER SVCS INC,"ACSA, AFA, ACS",2004-04-02,2010-02-05
Removed,50227,BURLINGTON NORTHERN SANTA FE CP; BURLINGTON NORTHERN INC,BNI,1970-03-05,2010-02-12
Removed,27756,MOUNTAIN FUEL SUPPLY CO; QUESTAR CORP,"STR, MFS",2006-12-01,2010-06-30
Removed,87292,PACTIV CORP,PTV,1999-11-05,2010-11-16
Removed,79212,X T O ENERGY INC; CROSS TIMBERS OIL CO,XTO,2004-12-29,2010-06-25
Removed,11754,EASTMAN KODAK CO,EK,1925-12-31,2010-12-17
Removed,20220,BLACK & DECKER CORP; BLACK & DECKER MFG CO,BDK,1976-01-15,2010-03-12
Removed,75573,O D P CORP; OFFICE DEPOT INC,"ODP, ODEP",1999-06-24,2010-12-17
Removed,10078,SUN MICROSYSTEMS INC,"JAVA, SUNW",1992-08-20,2010-01-28
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
