Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Removed,15659,UNION CARBIDE & CARBON CORP; UNION CARBIDE CORP; UNION CARBIDE CORP HOLDING CO,UK,1925-12-31,2001-02-06
Removed,64856,ALZA CORP,AZA,1990-12-12,2001-06-22
Removed,40483,TIME INC; TIME WARNER INC,"TWX, TL",1964-04-23,2001-01-12
Removed,17961,BRIGGS & STRATTON CORP,BGG,1968-04-04,2001-04-02
Removed,22066,NATIONAL SERVICE INDUSTRIES INC; NATIONAL LINEN SERVICE CORP,"NAS, NLS, NSI",1986-12-04,2001-11-30
Removed,85599,C I T GROUP INC,CIT,2000-07-17,2001-06-01
Removed,83630,BROADVISION INC,BVSN,2000-11-06,2001-08-31
Removed,28353,RALSTON PURINA CO,RAL,1963-12-05,2001-12-12
Removed,75625,CABLETRON SYSTEMS INC; ENTERASYS NETWORKS INC,"ETS, CS",1995-05-22,2001-08-03
Removed,40838,HARCOURT GENERAL INC; GENERAL CINEMA CORP,"GCN, H",1981-09-10,2001-06-27
Removed,59345,OLD KENT FINANCIAL CORP,"OK, OKEN",1999-12-02,2001-03-30
Removed,24539,QUAKER OATS CO,OAT,1957-03-01,2001-08-02
Removed,38893,COASTAL STS GAS CORP; COASTAL CORP; COASTAL STS GAS PRODUCING CO,CGP,1985-05-23,2001-01-29
