Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,84001,UNIVISION COMMUNICATIONS INC,UVN,2001-02-07,2007-03-28
Added,10324,GENZYME CORP,GENZ,2001-12-14,2011-04-01
Added,84129,ZIONS BANCORPORATION; ZIONS UTAH BANCORPORATION; ZIONS BANCORPORATION N A,ZION,2001-06-25,2022-12-30
Added,45277,INTERNATIONAL GAME TECHNOLOGY,"IGT, IGAM",2001-09-04,2014-06-20
Added,37161,T E C O ENERGY INC; TAMPA ELECTRIC CO,TE,2001-10-10,2016-06-30
Added,86314,X L GROUP PLC; E X E L LTD NEW; X L CAPITAL LTD; X L GROUP LTD,XL,2001-09-04,2018-09-14
Added,84342,MONSTER WORLDWIDE INC; T M P WORLDWIDE INC,"TMPW, MNST, MWW",2001-06-04,2011-12-16
Added,90537,NOBLE CORP BAAR; NOBLE CORP; NOBLE CORP PLC; NOBLE DRILLING CORP,"NE, NDCO",2001-01-16,2009-03-26
Added,10696,FISERV INC,FISV,2001-04-02,2022-12-30
Added,88601,SOUTHERN ENERGY INC DEL; MIRANT CORP,"SOE, MIR",2001-04-03,2003-07-16
Added,84519,CIENA CORP,CIEN,2001-08-30,2009-12-18
Added,86580,NVIDIA CORP,NVDA,2001-11-30,2022-12-30
Added,43610,IMMUNEX CORP; IMMUNEX CORP NEW,IMNX,2001-09-21,2002-07-16
Added,53866,FAMILY DOLLAR STORES INC,FDO,2001-08-06,2015-07-08
Added,86756,PEPSI BOTTLING GROUP INC,PBG,2001-05-14,2010-02-26
Added,76565,HEALTH MANAGEMENT ASSOCIATES INC,"HMA, HMAIA",2001-11-07,2007-03-01
Added,76624,SIERRA SEMICONDUCTOR CORP; P M C SIERRA INC,"SERA, PMCS",2001-08-03,2007-06-29
Added,76638,JONES APPAREL GROUP INC; JONES GROUP INC,JNY,2001-12-17,2009-03-03
Added,89001,A T & T WIRELESS SVCS INC,AWE,2001-07-09,2004-10-26
Added,89014,ROCKWELL COLLINS INC,COL,2001-07-02,2018-11-30
Added,89070,ZIMMER BIOMET HOLDINGS INC; ZIMMER HOLDINGS INC,"ZBH, ZMH",2001-08-07,2022-12-30
Added,23660,CINTAS CORP,CTAS,2001-03-01,2022-12-30
Added,79094,JABIL CIRCUIT INC; JABIL INC,"JBIL, JBL",2001-01-30,2014-11-04
Added,85238,EQUITY OFFICE PROPERTIES TRUST,EOP,2001-10-10,2007-02-09
Added,23887,CITIZENS UTILITIES CO DEL; FRONTIER COMMUNICATIONS CORP; CITIZENS COMMUNICATIONS CO,"FTR, CITU, CZN",2001-02-27,2017-03-17
Added,87536,HANCOCK JOHN FINANCIAL SVCS INC,JHF,2001-06-28,2004-04-28
Added,85522,APPLIED MICRO CIRCUITS CORP,AMCC,2001-01-02,2006-05-17
Added,81540,AMERISOURCEBERGEN CORP; AMERISOURCE HEALTH CORP,"AAS, ASHC, ABC",2001-08-30,2022-12-30
Added,79547,EQUITY RESIDENTIAL PROPERTIES TR; EQUITY RESIDENTIAL,EQR,2001-12-03,2022-12-30
Added,26332,CONCORD COMPUTING CORP; CONCORD E F S INC,"CE, CEFT",2001-04-02,2004-02-26
Removed,38914,CONTROL DATA CORP MN; CONTROL DATA CORP DE; CERIDIAN CORP; CERIDIAN CORP NEW,"CDA, CEN",1969-05-22,2001-03-30
Removed,22541,GENERAL PUBLIC UTILS CORP; G P U INC,"GUY, GPU",1995-02-09,2001-11-06
Removed,12319,HOMESTAKE MINING CO,HM,1957-03-01,2001-12-14
Removed,10353,STEEL EXCEL INC; STELL EXCEL INC; A D P T CORP; ADAPTEC INC,"SXCL, ADPT",1999-10-01,2001-05-11
Removed,61663,TOSCO CORP; OIL SHALE CORP,"TOSC, OILS, TOS",1999-09-20,2001-09-20
Removed,86326,GLOBAL CROSSING LTD,"GX, GBLX",1999-09-29,2001-10-09
Removed,53612,LONGS DRUG STORES INC,LDG,1985-11-21,2001-06-29
Removed,51588,SUMMIT BANCORP; U J B FINANCIAL CORP; UNITED JERSEY BKS HACKENSACK,"UJB, SUB",1998-01-28,2001-02-28
Removed,14736,TEXAS CO; TEXACO INC,TX,1925-12-31,2001-10-09
Removed,14795,TIMKEN CO; TIMKEN ROLLER BEARING CO,TKR,1964-02-20,2001-08-06
Removed,49744,POTLATCHDELTIC CORP; POTLATCH FORESTS INC; POTLATCH CORP NEW; POTLATCH CORP,"PFI, PCH",1970-04-23,2001-07-06
Removed,25232,ONEOK INC; OKLAHOMA NAT GAS CO; ONEOK INC NEW,"OKE, ONG",1957-03-01,2001-08-29
Removed,19166,FOOD MACHY CORP; F M C CORP; FOOD MACHY & CHEM CORP,FMC,1964-02-20,2001-12-31
Removed,23317,INTERNORTH INC; NORTHERN NAT GAS CO; ENRON CORP,"INI, NNG, ENE",1951-09-06,2001-11-29
Removed,50200,WACHOVIA CORP; FIRST WACHOVIA CORP; WACHOVIA CORP NEW,"FW, WB",1993-10-01,2001-08-31
Removed,48397,AMERICAN GENERAL CORP; AMERICAN GENERAL INS CO,AGC,1976-07-01,2001-08-29
Removed,36127,FIRST NATL BK CINCINNTI OHIO; FIRST NATL CINCINNATI CORP; STAR BANC CORP; FIRSTAR CORP NEW WIS,"FNAC, STB, STRZ, FSR",1999-01-04,2001-02-26
