Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,11970,AMERICAN POWER CONVERSION CORP,APCC,2000-06-01,2007-02-14
Added,11983,BIOGEN N V; BIOGEN INC,"BGEN, BGENF",2000-01-31,2003-11-12
Added,83693,SIEBEL SYSTEMS INC,SEBL,2000-05-05,2006-01-31
Added,87800,PALM INC; PALMONE INC,"PALM, PLMO",2000-07-28,2002-08-13
Added,87842,METLIFE INC,MET,2000-12-11,2022-12-30
Added,12067,NOVELLUS SYSTEMS INC,NVLS,2000-06-19,2012-06-04
Added,24360,KEYSPAN CORP; MARKETSPAN CORP; LONG ISLAND LTG CO; KEYSPAN ENERGY,"KSE, LIL, LLT, MN",2000-08-21,2007-08-24
Added,75577,ALTERA CORP,ALTR,2000-04-18,2015-12-28
Added,79718,MERCURY INTERACTIVE CORP,MERQ,2000-06-29,2006-01-03
Added,38762,N I P S C O INDUSTRIES INC; NORTHERN INDIANA PUBLIC SVC CO; NISOURCE INC,NI,2000-11-02,2022-12-30
Added,77702,STARBUCKS CORP,SBUX,2000-06-08,2022-12-30
Added,10137,WEST PENN ELECTRIC CO; ALLEGHENY ENERGY INC; ALLEGHENY POWER SYSTEMS INC; AMERICAN WATER WORKS & ELEC INC,"AYP, AYE",2000-12-11,2011-02-25
Added,85963,BROADCOM CORP,BRCM,2000-07-03,2016-01-29
Removed,86041,YOUNG & RUBICAM INC,YNR,2000-01-06,2000-10-02
Removed,26657,GREAT ATLANTIC & PAC TEA INC,GAP,1958-12-10,2000-08-29
Removed,22613,PUBLIC SERVICE CO CO; NEW CENTURY ENERGIES INC,"NCE, PSR",1998-11-03,2000-08-18
Removed,24678,WARNER LAMBERT PHARMACEUTICAL CO; WARNER HUDNUT INC; WARNER LAMBERT CO,WLA,1957-03-01,2000-06-20
Removed,61583,JAMES RIVER CORP VA; FORT JAMES CORP,"FJ, JRIV, JR",1986-05-08,2000-11-22
Removed,22680,CINCINNATI MILACRON INC; CINCINNATI MILLING MACHINE CO; MILACRON INC,"CMZ, MZ",1954-04-20,2000-06-28
Removed,12511,INTERNATIONAL MINERALS & CHEM CO; IMCERA GROUP INC; INTERNATIONAL AGRIC CORP; MALLINCKRODT INC NEW; MALLINCKRODT GROUP INC,"MKG, IMA, IGL",1975-02-06,2000-10-17
Removed,24811,OWENS CORNING; OWENS CORNING FIBERGLAS CORP,"OCF, OWC",1957-03-01,2000-09-29
Removed,88388,MEDIAONE GROUP INC,UMG,1998-06-15,2000-06-15
Removed,76129,3COM CORP,COMS,1996-01-02,2000-07-27
Removed,12650,KANSAS CITY SOUTHERN; KANSAS CITY SOUTHERN RY CO; KANSAS CITY SOUTHERN INDS INC,KSU,1999-04-05,2000-07-12
Removed,10604,ATLANTIC REFNG CO; ATLANTIC RICHFIELD CO,"AFI, ARC",1957-03-01,2000-04-17
Removed,20853,COMMONWEALTH EDISON CO; UNICOM CORP HOLDING CO,"CWE, UCM",1941-08-20,2000-10-20
Removed,47490,RUSSELL CORP; RUSSELL MLS INC,RML,1984-11-23,2000-12-11
Removed,82308,UNION PACIFIC RES GROUP INC,UPR,1996-10-16,2000-07-14
Removed,35238,PEP BOYS MANNY MOE & JACK,PBY,1990-08-14,2000-03-31
Removed,51625,SERVICE CORP INTERNATIONAL,"SCI, SRV",1986-12-18,2000-03-15
Removed,18921,REYNOLDS METALS CO,RLM,1957-03-01,2000-05-04
Removed,21004,G T E CORP; GENERAL TEL CORP; GENERAL TEL & ELECTRS CORP,"GEN, GTE",1957-03-01,2000-06-30
Removed,10786,BETHLEHEM STEEL CORP,BS,1925-12-31,2000-12-08
Removed,10791,SILICON GRAPHICS INC,"SGI, SGIC",1994-01-18,2000-06-20
Removed,66122,U S WEST INC NEW; U S WEST INC,USW,1983-12-01,2000-07-05
Removed,70229,SHARED MEDICAL SYSTEMS CORP,"SMED, SMS",1984-10-25,2000-06-07
Removed,82647,PHARMACIA & UPJOHN INC,PNU,1995-11-03,2000-03-31
Removed,10989,CORN PRODUCTS CO; BESTFOODS; C P C INTERNATIONAL INC; CORN PRODUCTS REFINING CO,"BFO, CPC, CFG",1957-03-01,2000-10-02
Removed,76597,R J R NABISCO HOLDINGS CORP; NABISCO GROUP HOLDING CORP,"NGH, RN",1998-09-15,2000-12-11
Removed,21397,CHAMPION INTERNATIONAL CORP; UNITED STATES PLYWOOD CORP; UNITED STATES PLYWOOD CHAMPION,"CHA, UPC, PLY",1970-04-23,2000-06-16
Removed,48071,MORGAN J P & CO INC,JPM,1976-07-01,2000-12-29
Removed,15368,C B S CORP; WESTINGHOUSE ELECTRIC CORP; WESTINGHOUSE ELECTRIC & MFG CO,"WX, CBS",1950-07-03,2000-05-04
Removed,60441,MIRAGE RESORTS INC; GOLDEN NUGGET INC,"MIR, GNG",1997-08-07,2000-05-31
Removed,44062,SPRINGS MILLS INC; SPRINGS INDUSTRIES INC,SMI,1967-06-29,2000-12-11
Removed,11340,COLUMBIA GAS & ELEC CO; COLUMBIA GAS SYS INC; COLUMBIA ENERGY GROUP,CG,1925-12-31,2000-11-01
Removed,42104,JOSTENS INC,JOS,1989-07-20,2000-05-09
Removed,54463,PAINE WEBBER INC; PAINE WEBBER JACKSON & CURTIS; PAINE WEBBER GROUP INC,PWJ,1999-06-04,2000-11-03
Removed,46295,FLEETWOOD ENTERPRISES INC,FLE,1974-05-09,2000-01-28
Removed,19692,ARMSTRONG WORLD INDUSTRIES INC; ARMSTRONG CORK CO; ARMSTRONG HOLDINGS INC,ACK,1957-03-01,2000-11-16
Removed,81193,TIMES MIRROR CO NEW,TMC,1995-02-01,2000-06-12
Removed,23851,CENTRAL & SOUTH WEST CORP,CSR,1957-03-01,2000-06-15
Removed,21821,CONSOLIDATED NATURAL GAS CO,CNG,1957-03-01,2000-01-28
Removed,17726,CROWN CORK & SEAL CO INC; CROWN CORK & SEAL INC; CROWN HOLDINGS INC,CCK,1957-03-01,2000-12-08
Removed,77157,O I GLASS INC; OWENS ILL INC,OI,1997-08-01,2000-12-08
Removed,48514,ALCO STANDARD CORP; IKON OFFICE SOLUTIONS INC,"IKN, ASN",1988-02-11,2000-06-28
Removed,19916,DISTILLERS CORP SEAGRAMS LTD; SEAGRAM LTD,"VO, DCS",1957-03-01,2000-12-08
Removed,28118,NACCO INDUSTRIES INC; NORTH AMERICAN COAL CORP,"NCO, NC",1962-04-25,2000-06-02
Removed,26075,EASTERN ENTERPRISES; EASTERN GAS & FUEL ASSOCIATE,EFU,1966-09-29,2000-11-01
Removed,83440,ASSOCIATES FIRST CAPITAL CORP,AFS,1998-04-08,2000-12-01
Removed,18112,FOSTER WHEELER CORP; FOSTER WHEELER LTD; FOSTER WHEELER AG,"FWLT, FWC",1957-03-01,2000-01-28
Removed,46850,AETNA INC; AETNA LIFE & CASUALTY CO,AET,1976-07-01,2000-12-13
Removed,26382,MASSEY ENERGY CO; FLUOR CORP; FLUOR LTD,"FLR, MEE",1980-01-17,2000-12-21
Removed,26438,POLAROID CORP,PRD,1964-01-30,2000-12-11
Removed,46922,RITE AID CORP,RAD,1975-12-11,2000-07-26
Removed,77644,GENERAL INSTRUMENT CORP DEL; GENERAL INSTRUMENT CORP NEW; NEXTLEVEL SYSTEMS INC,"GIC, NLV",1996-04-01,2000-01-05
Removed,85908,GRACE W R & CO DEL NEW,GRA,1998-04-01,2000-12-08
Removed,22496,FLORIDA PWR CORP; FLORIDA PROGRESS CORP,"FPC, FDP",1999-06-22,2000-11-30
Removed,69607,SEAGATE TECHNOLOGY INC,"SGAT, SEG",1996-08-16,2000-11-21
