Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Removed,62519,ENERGY SERVICE INC; BLOCKER ENERGY CORP; E N S C O INTERNATIONAL INC; ENERGY SERVICE COMPANY INC,"BLK, BLKR, ESV",2007-01-04,2009-12-22
Removed,78927,D D R CORP; DEVELOPERS DIVERSIFIED RLTY CORP; SITE CENTERS CORP,"DDR, SITC",2007-03-23,2009-03-27
Removed,91218,EMBARQ CORP,EQ,2006-05-18,2009-06-30
Removed,85271,AMERICAN CAPITAL LTD; AMERICAN CAPITAL STRATEGIES LTD,ACAS,2007-07-09,2009-03-03
Removed,15667,AMERICAN HOME PRODUCTS CORP; WYETH,"AHP, WYE, HPT",1957-03-01,2009-10-15
Removed,89463,C I T GROUP INC NEW,CIT,2004-10-27,2009-07-24
Removed,75175,M B I A INC,MBI,1996-12-03,2009-12-18
Removed,23990,ROHM & HAAS CO,ROH,1982-09-16,2009-04-01
Removed,21979,COOPER INDUSTRIES LTD; COOPER INDUSTRIES PLC; COOPER INDUSTRIES INC; COOPER BESSEMER CORP,CBE,1957-03-01,2009-09-08
Removed,12079,GENERAL MOTORS CORP,GM,1925-12-31,2009-06-02
Removed,92156,COVIDIEN LTD; COVIDIEN PLC,COV,2007-07-02,2009-06-04
Removed,92157,T E CONNECTIVITY LTD; TYCO ELECTRONICS LTD; TYCO ELECTRONICS LTD NEW,TEL,2007-07-02,2009-06-25
