Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,67598,HEALTHPEAK PROPERTIES INC; H C P INC; HEALTH CARE PPTY INVS INC,"PEAK, HCP",2008-03-31,2022-12-30
Added,90215,SALESFORCE COM INC; SALESFORCE INC,CRM,2008-09-15,2022-12-30
Added,77976,NETWORKS ASSOCIATES INC; MCAFEE INC; MCAFEE ASSOCIATES INC,"NET, MFE, MCAF, NETA",2008-12-23,2011-02-28
Added,86228,REPUBLIC SERVICES INC,RSG,2008-12-05,2022-12-30
Added,30940,DURCO INTERNATIONAL INC; FLOWSERVE CORP; DURIRON INC,"FLS, DURI",2008-10-02,2021-03-19
Added,63765,SOUTHWESTERN ENERGY CO; ARKANSAS WESTERN GAS CO,"AGAS, SWN, SWEN",2008-06-06,2017-04-03
Added,88352,INTUITIVE SURGICAL INC,ISRG,2008-06-02,2022-12-30
Added,76082,COTERRA ENERGY INC; CABOT OIL & GAS CORP,"COG, CTRA",2008-06-23,2022-12-30
Added,82307,DAVITA HEALTHCARE PARTNERS INC; TOTAL RENAL CARE HLDGS INC; DAVITA INC,"TRL, DVA",2008-07-31,2022-12-30
Added,80303,A K STEEL HOLDING CORP,"AKST, AKS",2008-07-01,2011-12-16
Added,92602,PHILIP MORRIS INTERNATIONAL INC,PM,2008-03-31,2022-12-30
Added,92618,DR PEPPER SNAPPLE GROUP INC,DPS,2008-10-07,2018-06-29
Added,90601,NASDAQ STOCK MARKET INC; NASDAQ INC; NASDAQ O M X GROUP INC,NDAQ,2008-10-22,2022-12-30
Added,88590,DUN & BRADSTREET CORP DEL NEW,DNB,2008-12-02,2017-04-04
Added,92709,SCRIPPS NETWORKS INTERACTIVE INC,SNI,2008-07-01,2018-03-06
Added,86725,LIFE TECHNOLOGIES CORP; INVITROGEN CORP,"LIFE, IVGN",2008-11-24,2014-01-23
Added,90829,C F INDUSTRIES HOLDINGS INC,CF,2008-08-27,2022-12-30
Added,84769,AMPHENOL CORP NEW,APH,2008-09-30,2022-12-30
Added,76625,CEPHALON INC,CEPH,2008-11-17,2011-10-14
Added,76639,TOTAL SYSTEM SERVICES INC; TOTAL SYSTEMS SERVICES INC,"TSS, TSYS",2008-01-02,2019-09-20
Added,17279,LORILLARD INC,LO,2008-06-11,2015-06-11
Added,25582,L3HARRIS TECHNOLOGIES INC; HARRIS CORP; HARRIS SEYBOLD CO; HARRIS INTERTYPE CORP,"HRS, LHX, HI",2008-09-22,2022-12-30
Added,23536,WISCONSIN ELEC PWR CO; W E C ENERGY GROUP INC; WISCONSIN ENERGY CORP,"WPC, WEC",2008-10-31,2022-12-30
Added,91233,MASTERCARD INC,MA,2008-07-18,2022-12-30
Added,19583,INVESCO LTD,IVZ,2008-08-21,2022-12-30
Added,11600,GENDEX CORP; DENTSPLY SIRONA INC; DENTSPLY INTERNATIONAL INC NEW,XRAY,2008-11-14,2022-12-30
Added,11618,FASTENAL CO,FAST,2008-09-15,2022-12-30
Added,89533,WYNN RESORTS LTD,WYNN,2008-11-14,2022-12-30
Added,75241,PARKER & PARSLEY PETROLEUM CO; PARKER & PARSLEY DEVELOPMENT PAR; PIONEER NATURAL RESOURCES CO,"PXD, PDP",2008-09-24,2022-12-30
Added,42585,SMUCKER J M CO,SJM,2008-11-06,2022-12-30
Added,24328,EQUITABLE GAS CO; E Q T CORP; EQUITABLE RESOURCES INC,EQT,2008-12-19,2018-11-12
Added,26382,MASSEY ENERGY CO; FLUOR CORP; FLUOR LTD,"FLR, MEE",2008-06-23,2011-06-01
Added,12073,PEOPLES BANK BRIDGEPORT; PEOPLES UNITED FINANCIAL INC,PBCT,2008-11-13,2022-04-01
Added,81857,COOPER CAMERON CORP; CAMERON INTERNATIONAL CORP,"CRON, RON, CAM",2008-01-29,2016-04-01
Added,83906,STERICYCLE INC,SRCL,2008-11-19,2018-11-30
Removed,75789,FEDERAL HOME LOAN MORTGAGE CORP,FRE,1992-01-02,2008-09-10
Removed,59440,SAFECO CORP,"SAF, SAFC",1976-07-01,2008-09-22
Removed,47175,CIRCUIT CITY STORES INC; WARDS INC,"WRD, CC",1989-05-11,2008-03-28
Removed,84176,SCRIPPS HOWARD INC; SCRIPPS E W CO OHIO; E W SCRIPPS CO,SSP,2005-12-20,2008-06-30
Removed,49429,DILLARDS INC; DILLARD DEPARTMENT STORES INC,DDS,1986-10-02,2008-10-21
Removed,76090,HARRAHS ENTERTAINMENT INC; PROMUS COMPANIES INC,"PRI, HET",1990-02-08,2008-01-28
Removed,10874,BRUNSWICK CORP; BRUNSWICK BALKE COLLENDER CO,BC,1973-03-01,2008-06-20
Removed,10890,BURROUGHS ADDING MACH CO; BURROUGHS CORP; UNISYS CORP,"UIS, BGH",1954-04-20,2008-11-10
Removed,68304,BEAR STEARNS COMPANIES INC,BSC,1998-07-01,2008-05-30
Removed,80599,LEHMAN BROTHERS HOLDINGS INC,LEH,1998-01-12,2008-09-16
Removed,49905,LIZ CLAIBORNE INC; FIFTH & PACIFIC COMPANIES INC; KATE SPADE & CO,"LIZ, LIZC, FNP, KATE",1984-10-25,2008-12-01
Removed,86845,COMMERCE BANCORP INC NJ,"CBH, COBA",2006-06-06,2008-03-28
Removed,56232,NATIONAL CITY CORP,"NCC, NCTY",1994-09-27,2008-12-31
Removed,58318,TEREX CORP NEW; NORTHWEST ENGINEERING CO,"NWEN, TEX, TERX",2006-12-20,2008-11-05
Removed,76757,AMBAC INC; AMBAC FINANCIAL GROUP INC,ABK,2000-12-11,2008-06-10
Removed,78840,IAC INC; INTERACTIVECORP; IAC INTERACTIVECORP; U S A INTERACTIVE; H S N INC; U S A NETWORKS INC; SILVER KING COMMUNICATIONS INC; IAC INTERACTIVECORP NEW,"SKTV, USAI, HSNI, IAC, IACI",2006-12-01,2008-08-20
Removed,76804,M G I C INVESTMENT CORP WIS,MTG,1996-07-19,2008-10-30
Removed,42024,BOISE CASCADE CORP; OFFICEMAX INC NEW,"BCC, OMX",1970-04-23,2008-06-20
Removed,64565,COUNTRYWIDE CREDIT INDS INC; COUNTRYWIDE FINANCIAL CORP,"CFC, CCR, CCII",1997-06-18,2008-06-30
Removed,27713,P E CORP; PERKIN ELMER CORP; APPLIED BIOSYSTEMS INC DEL; APPLERA CORP,"PKN, PEB, ABI",1974-10-17,2008-11-21
Removed,76887,ALLIED WASTE INDUSTRIES INC,"AWIN, AW",1999-08-02,2008-12-04
Removed,15472,WRIGLEY WILLIAM JR CO; WRIGLEY CORP,WWY,1957-03-01,2008-10-06
Removed,11415,BARR PHARMACEUTICALS INC; BARR LABORATORIES INC,"BRL, BARL",2006-02-27,2008-12-22
Removed,79057,ACE LTD; CHUBB LTD; ACE LTD NEW,"ACL, ACE, CB",2002-01-30,2008-07-17
Removed,79129,GENERAL GROWTH PROPERTIES INC; G G P INC; GENERAL GROWTH PPTYS INC NEW; BROOKFIELD PROPERTY REIT INC,"BPR, GGP, BPYU",2007-07-02,2008-11-12
Removed,79237,SONAT OFFSHORE DRILLING INC; TRANSOCEAN SEDCO FOREX INC; TRANSOCEAN LTD; TRANSOCEAN INC NEW; TRANSOCEAN OFFSHORE INC; TRANSOCEAN INC,RIG,1999-12-31,2008-12-18
Removed,81285,TRANE INC; AMERICAN STANDARD COS INC DEL,"TT, ASD",2002-05-13,2008-06-05
Removed,24046,CLEAR CHANNEL COMMUNICATIONS INC,"CCU, CLCH",1997-09-02,2008-07-30
Removed,63060,WENDYS INTERNATIONAL INC,"WNDY, WEN",1982-03-04,2008-09-29
Removed,18016,HERCULES POWDER CO; HERCULES INC,HPC,1957-03-01,2008-11-13
Removed,36469,CAMERON FINANCIAL CORP; FIRST UNION CORP; WACHOVIA CORP 2ND NEW,"WB, CAMC, FUNC, FTU",1989-02-09,2008-12-31
Removed,83596,ELECTRONIC DATA SYS CORP NEW,EDS,1998-08-11,2008-08-26
Removed,52919,MERRILL LYNCH PIERCE FENNER; MERRILL LYNCH & CO INC,MER,1982-04-08,2008-12-31
Removed,81593,WASHINGTON MUTUAL SAVINGS BANK; W M I HOLDINGS CORP; WASHINGTON MUTUAL INC; MR COOPER GROUP INC; W M I H CORP,"COOP, WAMU, WM, WMIH",1997-07-02,2008-09-29
Removed,24272,ASHLAND INC 2022; ASHLAND GLOBAL HOLDINGS INC; ASHLAND OIL INC; ASHLAND INC NEW; ASHLAND OIL & REFNG CO; ASHLAND INC,ASH,1989-08-03,2008-11-13
Removed,59184,ANHEUSER BUSCH INC; ANHEUSER BUSCH COS INC,"ABUD, BUD",1976-07-01,2008-11-18
Removed,51043,FEDERAL NATIONAL MORTGAGE ASSN,FNM,1988-08-11,2008-09-10
