Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Removed,50032,ALBERTSONS INC,ABS,1984-11-23,2006-06-01
Removed,25487,COMP U CARD INTL INC; CENDANT CORP; AVIS BUDGET GROUP INC; C U C INTERNATIONAL INC,"CD, CU, CAR, CUCD",1995-05-01,2006-07-31
Removed,56223,LOUISIANA PACIFIC CORP,LPX,1974-10-17,2006-11-09
Removed,42083,ALBERTO CULVER CO; ALBERTO CULVER CO NEW,ACV,1971-03-04,2006-11-16
Removed,25769,KERR MCGEE OIL INDUSTRIES INC; KERR MCGEE CORP,KMG,1984-10-04,2006-08-10
Removed,81126,GUIDANT CORP,GDT,1996-12-19,2006-04-21
Removed,91380,REEBOK INTERNATIONAL LTD,"RBK, RBOK",1987-01-08,2006-01-31
Removed,62770,AMSOUTH BANCORPORATION; ALABAMA BANCORPORATION,"ASO, ASQ, ABNC",1999-03-10,2006-11-03
Removed,11607,SPICER MFG CO; DANA CORP,DCN,1957-03-01,2006-03-02
Removed,77150,FISHER SCIENTIFIC INTL INC,FSH,2004-08-03,2006-11-09
Removed,48485,JEFFERSON PILOT CORP,JP,1976-07-01,2006-03-31
Removed,62834,ENGELHARD CORP,EC,1983-07-07,2006-06-05
Removed,83332,LUCENT TECHNOLOGIES INC,LU,1996-10-01,2006-11-30
Removed,54690,HOTEL INVESTORS TRUST; STARWOOD LODGING TRUST; STARWOOD HOTELS & RESORTS TRUST; STARWOOD HOTELS & REST WLDWD INC,HOT,2000-11-17,2006-04-07
Removed,85522,APPLIED MICRO CIRCUITS CORP,AMCC,2001-01-02,2006-05-17
Removed,75333,BURLINGTON RESOURCES INC,BR,1993-11-23,2006-03-31
Removed,83693,SIEBEL SYSTEMS INC,SEBL,2000-05-05,2006-01-31
Removed,48960,KNIGHT RIDDER NEWSPAPERS INC; KNIGHT NEWSPAPERS INC; KNIGHT RIDDER INC,"KRI, KRN, KNI",1975-12-11,2006-06-27
Removed,79718,MERCURY INTERACTIVE CORP,MERQ,2000-06-29,2006-01-03
Removed,14323,ANDREW CORP,ANDW,1984-11-23,2006-09-29
