Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,90199,C B R E GROUP INC; C B RICHARD ELLIS GROUP INC,"CBRE, CBG",2006-11-10,2022-12-30
Added,86158,COGNIZANT TECHNOLOGY SOLS CORP,CTSH,2006-11-17,2022-12-30
Added,90319,GOOGLE INC; ALPHABET INC,"GOOGL, GOOG",2006-04-03,2022-12-30
Added,82618,SANDISK CORP,SNDK,2006-04-20,2016-05-12
Added,82642,LAUDER ESTEE COS INC,EL,2006-01-05,2022-12-30
Added,45794,SMITH INTERNATIONAL INC; SMITH INDUSTRIES INTL INC,SII,2006-10-02,2010-08-26
Added,86799,CONSOL ENERGY INC; C N X RESOURCES CORP,CNX,2006-06-28,2016-03-03
Added,86845,COMMERCE BANCORP INC NJ,"CBH, COBA",2006-06-06,2008-03-28
Added,88991,PEABODY ENERGY CORP,BTU,2006-11-20,2014-09-19
Added,89003,CERTEGY INC; FIDELITY NATIONAL INFO SVCS INC,"FIS, CEY",2006-11-10,2022-12-30
Added,91063,VIACOM INC NEW,"VIA, VIAB",2006-01-03,2019-12-04
Added,86979,JUNIPER NETWORKS INC,JNPR,2006-06-02,2022-12-30
Added,58318,TEREX CORP NEW; NORTHWEST ENGINEERING CO,"NWEN, TEX, TERX",2006-12-20,2008-11-05
Added,78840,IAC INC; INTERACTIVECORP; IAC INTERACTIVECORP; U S A INTERACTIVE; H S N INC; U S A NETWORKS INC; SILVER KING COMMUNICATIONS INC; IAC INTERACTIVECORP NEW,"SKTV, USAI, HSNI, IAC, IACI",2006-12-01,2008-08-20
Added,78877,CHESAPEAKE ENERGY CORP,"CHK, CSPK",2006-03-03,2018-03-16
Added,85058,BOSTON PROPERTIES INC,BXP,2006-04-03,2022-12-30
Added,91207,STARWOOD HOTELS & REST WLDWD INC,HOT,2006-04-10,2016-09-22
Added,91218,EMBARQ CORP,EQ,2006-05-18,2009-06-30
Added,27756,MOUNTAIN FUEL SUPPLY CO; QUESTAR CORP,"STR, MFS",2006-12-01,2010-06-30
Added,11415,BARR PHARMACEUTICALS INC; BARR LABORATORIES INC,"BRL, BARL",2006-02-27,2008-12-22
Added,91388,REALOGY CORP,H,2006-08-01,2007-04-09
Added,91391,WINDSTREAM CORP; WINDSTREAM HOLDINGS INC,WIN,2006-07-18,2015-04-06
Added,91392,WYNDHAM WORLDWIDE CORP; WYNDHAM DESTINATIONS INC; TRAVEL & LEISURE CO,"TNL, WYND, WYN",2006-08-01,2018-05-30
Added,11552,CELGENE CORP,CELG,2006-11-06,2019-11-20
Added,91461,WESTERN UNION CO,WU,2006-10-02,2021-12-17
Added,77129,KIMCO REALTY CORP,KIM,2006-04-03,2022-12-30
Added,75224,HARMAN INTL INDS INC NEW,"HAR, HIII",2006-02-01,2017-03-15
Added,83421,DEAN FOODS CO NEW; SUIZA FOODS CORP,"SWZA, SZA, DF",2006-04-03,2013-05-23
Added,77281,WHOLE FOODS MARKET INC,"WFM, WFMI",2006-01-03,2017-08-28
Added,89626,CHICAGO MERCANTILE EXCH HLDG INC; C M E GROUP INC,CME,2006-08-11,2022-12-30
Added,85753,VERISIGN INC,VRSN,2006-02-01,2022-12-30
Added,65330,LEGG MASON INC,LM,2006-04-24,2016-12-01
Added,89954,DIRECTV GROUP INC; DIRECTV; HUGHES ELECTRONICS CORP,"HS, DTV",2006-12-04,2015-07-28
Removed,79973,GATEWAY 2000 INC; GATEWAY INC,"GTW, GATE",1998-04-27,2006-07-31
Removed,75912,P T C INC; PARAMETRIC TECHNOLOGY CORP,"PTC, PMTC",1997-04-01,2006-12-29
Removed,12503,INTERNATIONAL HARVESTER CO; NAVISTAR INTERNATIONAL CORP,"HR, NAV",1925-12-31,2006-12-19
Removed,53479,GOLDEN WEST FINANCIAL CORP,GDW,1988-06-09,2006-09-29
Removed,90435,FREESCALE SEMICONDUCTOR INC,FSL,2004-12-03,2006-12-01
Removed,76171,H C A INC NEW; COLUMBIA HOSPITAL CORP; COLUMBIA HCA HEALTHCARE CORP; H C A HEALTHCARE CO; COLUMBIA HEALTHCARE CORP,"HCA, CHOS, COL",1993-09-01,2006-11-17
Removed,22947,CINCINNATI GAS & ELEC CO; CINERGY CORP,CIN,1994-10-25,2006-03-31
Removed,45671,SCIENTIFIC ATLANTA INC,SFA,1981-02-26,2006-02-24
Removed,58094,NORTH FORK BANCORPORATION NY; NORTH FORK BANCORPORATION NY INC,"NFBC, NFB",2002-07-17,2006-11-30
Removed,23318,CHIRON CORP,CHIR,2000-11-24,2006-04-19
Removed,27430,COOPER TIRE & RUBBER CO,CTB,1990-05-25,2006-07-17
Removed,13119,MAYTAG CORP; MAYTAG CO,MYG,1960-12-14,2006-03-31
