Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,86102,FEDERATED HERMES INC; FEDERATED INVESTORS INC PA,"FHI, FII",2003-04-16,2012-12-31
Added,76282,AUTONATION INC DEL; REPUBLIC WASTE INDUSTRIES INC; REPUBLIC INDUSTRIES INC,"RWIN, RII, AN",2003-02-24,2017-08-07
Added,80406,PROLOGIS; PROLOGIS TRUST; SECURITY CAPITAL INDUSTRIAL TR,"PLD, SCN",2003-07-17,2011-06-02
Added,80711,APARTMENT INVESTMENT & MGMT CO,AIV,2003-03-14,2020-12-18
Added,52090,MCCORMICK & CO INC,"MKC, MCCRK",2003-03-21,2022-12-30
Added,76841,I D E C PHARMACEUTICALS CORP; BIOGEN INC; BIOGEN IDEC INC,"IDPH, BIIB",2003-11-13,2022-12-30
Added,89813,MEDCO HEALTH SOLUTIONS INC,MHS,2003-08-20,2012-04-03
Added,75607,GEN DIGITAL INC; SYMANTEC CORP; NORTONLIFELOCK INC,"SYMC, NLOK, GEN",2003-03-31,2022-12-30
Added,77668,EXPRESS SCRIPTS HOLDING CO; EXPRESS SCRIPTS INC,ESRX,2003-09-26,2018-12-21
Removed,64629,MCDERMOTT INTERNATIONAL INC,MDR,1983-01-03,2003-08-19
Removed,10693,HEALTHSOUTH REHABILITATION CORP; HEALTHSOUTH CORP; ENCOMPASS HEALTH CORP,"EHC, HLS, HSRC, HRC",1997-01-07,2003-03-20
Removed,88601,SOUTHERN ENERGY INC DEL; MIRANT CORP,"SOE, MIR",2001-04-03,2003-07-16
Removed,21020,A M R CORP DEL; AMERICAN AIRLINES GROUP INC; AMERICAN AIRLS INC,"AAL, AMR",1944-06-07,2003-03-13
Removed,80470,QUINTILES TRANSNATIONAL CORP,QTRN,1999-11-16,2003-09-25
Removed,80515,RATIONAL SOFTWARE CORP; VERDIX CORP,"RATL, VRDX",2002-02-01,2003-02-21
Removed,20124,HOUSEHOLD FINANCE CORP; HOUSEHOLD INTERNATIONAL INC,"HI, HFC",1957-03-01,2003-03-28
Removed,11983,BIOGEN N V; BIOGEN INC,"BGEN, BGENF",2000-01-31,2003-11-12
Removed,18382,MONSANTO CHEMICAL CO; PHARMACIA CORP; MONSANTO CO; MONSANTO CHEMICAL WORKS INC,"PHA, MTC",1950-07-03,2003-04-15
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
