Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Added,32803,H F SINCLAIR CORP; HOLLY CORP; HOLLYFRONTIER CORP,"HFC, HOC, DINO",2018-06-18,2021-06-03
Added,16431,LAMB WESTON HOLDINGS INC,LW,2018-12-03,2022-12-30
Added,90272,WELLCARE HEALTH PLANS INC; WELLCARE GROUP INC,WCG,2018-09-17,2020-01-27
Added,12449,FLEETCOR TECHNOLOGIES INC,FLT,2018-06-20,2022-12-30
Added,92402,M S C I INC,"MXB, MSCI",2018-04-04,2022-12-30
Added,12623,HUNTINGTON INGALLS INDS INC,HII,2018-01-03,2022-12-30
Added,14714,ARISTA NETWORKS INC,ANET,2018-08-28,2022-12-30
Added,90520,CELANESE CORP DEL,CE,2018-12-24,2022-12-30
Added,80320,COPART INC,CPRT,2018-07-02,2022-12-30
Added,88664,HENRY JACK & ASSOC INC,JKHY,2018-11-13,2022-12-30
Added,14939,KEYSIGHT TECHNOLOGIES INC,KEYS,2018-11-06,2022-12-30
Added,80539,NEKTAR THERAPEUTICS; INHALE THERAPEUTIC SYSTEMS,"NKTR, INHL",2018-03-19,2019-10-02
Added,84761,TAKE TWO INTERACTIVE SOFTWR INC,TTWO,2018-03-19,2022-12-30
Added,93132,FORTINET INC,FTNT,2018-10-11,2022-12-30
Added,36003,ROLLINS BROADCASTING INC; ROLLINS INC,ROL,2018-10-01,2022-12-30
Added,17676,NVENT ELECTRIC PLC,NVT,2018-05-01,2018-05-01
Added,13641,DIAMONDBACK ENERGY INC,FANG,2018-12-03,2022-12-30
Added,75107,ABIOMED INC,"ABMD, ABD",2018-05-31,2022-12-21
Added,17783,APERGY CORP; CHAMPIONX CORP,"CHX, APY",2018-05-09,2018-05-09
Added,24053,KANSAS POWER & LIGHT CO; WESTERN RESOURCES INC; WESTAR ENERGY INC; EVERGY INC,"EVRG, WR, KAN",2018-06-05,2022-12-30
Added,11786,S V B FINANCIAL GROUP; SILICON VALLEY BANCSHARES,SIVB,2018-03-19,2022-12-30
Added,91668,I P G PHOTONICS CORP,IPGP,2018-03-07,2022-06-17
Added,11896,MAXIM INTEGRATED PRODUCTS INC,MXIM,2018-12-03,2021-08-27
Added,18065,GARRETT MOTION INC,GTX,2018-10-01,2018-10-01
Added,91849,BROADRIDGE FINANCIAL SOLUTNS INC,BR,2018-06-18,2022-12-30
Added,18142,RESIDEO TECHNOLOGIES INC,REZI,2018-10-29,2018-10-29
Added,18143,LINDE PLC,LIN,2018-10-31,2022-12-30
Added,14295,TWITTER INC,TWTR,2018-06-07,2022-10-31
Removed,78034,PATTERSON DENTAL CO; PATTERSON COMPANIES INC,PDCO,2005-10-11,2018-03-16
Removed,14601,NAVIENT CORP,NAVI,2014-05-01,2018-06-04
Removed,86314,X L GROUP PLC; E X E L LTD NEW; X L CAPITAL LTD; X L GROUP LTD,XL,2001-09-04,2018-09-14
Removed,37284,INTEX OIL CO; TESORO CORP; ANDEAVOR; TESORO PETROLEUM CORP,"INX, ANDV, TSO",2007-09-27,2018-09-28
Removed,92618,DR PEPPER SNAPPLE GROUP INC,DPS,2008-10-07,2018-06-29
Removed,92709,SCRIPPS NETWORKS INTERACTIVE INC,SNI,2008-07-01,2018-03-06
Removed,23085,SOUTH CAROLINA ELEC & GAS CO; SCANA CORP NEW; SCANA CORP,SCG,2009-01-02,2018-12-31
