Added/Removed,PERMNO,Company,Ticker,SP500 Start,SP500 End
Removed,88668,MONSANTO CO NEW,MON,2002-08-14,2018-06-06
Removed,88845,AETNA INC NEW,AET,2000-12-14,2018-11-30
Removed,50017,LOMAK PETROLEUM INC; RANGE RESOURCES CORP,"LOM, LOMK, RRC",2007-12-21,2018-06-15
Removed,89014,ROCKWELL COLLINS INC,COL,2001-07-02,2018-11-30
Removed,78877,CHESAPEAKE ENERGY CORP,"CHK, CSPK",2006-03-03,2018-03-16
Removed,89216,ACUITY BRANDS INC,AYI,2016-05-03,2018-06-15
Removed,25778,C A INC; COMPUTER ASSOCIATES INTL INC,"CA, CASI",1987-07-09,2018-11-05
Removed,91392,WYNDHAM WORLDWIDE CORP; WYNDHAM DESTINATIONS INC; TRAVEL & LEISURE CO,"TNL, WYND, WYN",2006-08-01,2018-05-30
Removed,17676,NVENT ELECTRIC PLC,NVT,2018-05-01,2018-05-01
Removed,79129,GENERAL GROWTH PROPERTIES INC; G G P INC; GENERAL GROWTH PPTYS INC NEW; BROOKFIELD PROPERTY REIT INC,"BPR, GGP, BPYU",2013-12-10,2018-08-27
Removed,17783,APERGY CORP; CHAMPIONX CORP,"CHX, APY",2018-05-09,2018-05-09
Removed,15797,C S R A INC,CSRA,2015-11-30,2018-04-03
Removed,77418,A O L TIME WARNER INC; AMERICA ONLINE INC DEL; TIME WARNER INC NEW,"TWX, AOL, AMER",1999-01-04,2018-06-19
Removed,18065,GARRETT MOTION INC,GTX,2018-10-01,2018-10-01
Removed,85675,ENVISION HEALTHCARE CORP; AMSURG CORP,"AMSGA, AMSG, EVHC",2016-12-02,2018-10-10
Removed,18142,RESIDEO TECHNOLOGIES INC,REZI,2018-10-29,2018-10-29
Removed,24328,EQUITABLE GAS CO; E Q T CORP; EQUITABLE RESOURCES INC,EQT,2008-12-19,2018-11-12
Removed,46877,BARD C R INC,BCR,1975-06-12,2018-01-02
Removed,12076,SIGNET JEWELERS LTD,SIG,2015-07-29,2018-03-16
Removed,77668,EXPRESS SCRIPTS HOLDING CO; EXPRESS SCRIPTS INC,ESRX,2003-09-26,2018-12-21
Removed,83906,STERICYCLE INC,SRCL,2008-11-19,2018-11-30
Removed,77768,PRAXAIR INC,PX,1992-07-06,2018-10-30
