Date,Value
2026-01-02,2508.219970703125
2026-01-05,2547.919921875
2026-01-06,2582.89990234375
2026-01-07,2575.419921875
2026-01-08,2603.909912109375
2026-01-09,2624.219970703125
2026-01-12,2635.68994140625
2026-01-13,2633.110107421875
2026-01-14,2651.639892578125
2026-01-15,2674.56005859375
2026-01-16,2677.739990234375
2026-01-20,2645.360107421875
2026-01-21,2698.169921875
2026-01-22,2718.77001953125
2026-01-23,2669.159912109375
2026-01-26,2659.669921875
2026-01-27,2666.699951171875
2026-01-28,2653.550048828125
2026-01-29,2654.780029296875
2026-01-30,2613.739990234375
2026-02-02,2640.280029296875
2026-02-03,2648.5
2026-02-04,2624.550048828125
2026-02-05,2577.64990234375
2026-02-06,2670.340087890625
2026-02-09,2689.050048828125
2026-02-10,2679.77001953125
2026-02-11,2669.469970703125
2026-02-12,2615.830078125
2026-02-13,2646.699951171875
2026-02-17,2646.590087890625
2026-02-18,2658.610107421875
2026-02-19,2665.090087890625
2026-02-20,2663.780029296875
2026-02-23,2620.989990234375
